Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit
Mario Rivera,3.0,0.0,0.0,8.41,20.0,0.0,0.0,0.0,0.0
Francisco Rivera,12.0,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6
Jonathan Rivera,0.0,4.36,49.0,3.9,60.0,0.0,0.0,0.0,0.0
Jimmie Rivera,11.0,4.03,40.0,3.9,60.0,0.88,27.0,92.0,0.1
Irwin Rivera,3.0,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0
Jerome Rivera,4.0,3.08,34.0,2.47,51.0,0.0,0.0,40.0,0.0
Nicdali Rivera-Calanoc,1.0,1.82,20.0,2.42,78.0,0.0,0.0,0.0,0.0
Pedro Rizzo,18.0,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0
Justin Robbins,1.0,0.67,37.0,3.2,47.0,0.0,0.0,0.0,0.0
Kali Robbins,1.0,3.73,46.0,9.4,44.0,2.0,33.0,0.0,0.0
Karl Roberson,9.0,2.87,51.0,2.38,57.0,0.92,57.0,45.0,0.7
Andre Roberts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Roberts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Roberts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Roberts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Roberts,1.0,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0
Taylor Roberts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Roberts,7.0,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5
Buddy Roberts,2.0,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7
Danny Roberts,10.0,3.41,44.0,3.08,55.0,0.18,6.0,53.0,0.4
Roosevelt Roberts,8.0,3.03,49.0,2.27,52.0,1.75,53.0,58.0,1.1
Kenny Robertson,9.0,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8
Gillian Robertson,10.0,2.01,49.0,2.52,51.0,2.54,47.0,16.0,0.9
Chad Robichaux,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Robinson,1.0,0.0,0.0,5.8,13.0,0.0,0.0,0.0,0.0
Colin Robinson,2.0,6.19,69.0,7.91,37.0,2.58,100.0,50.0,5.2
Alvin Robinson,4.0,1.57,50.0,1.29,51.0,1.24,50.0,25.0,1.2
Damonte Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagner Rocha,5.0,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9
Carlos Eduardo Rocha,3.0,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4
Keith Rockel,2.0,1.13,73.0,0.21,66.0,4.63,75.0,100.0,4.6
Luke Rockhold,19.0,4.18,48.0,2.43,56.0,0.67,30.0,68.0,1.1
Kevin Roddy,1.0,2.64,30.0,2.38,60.0,0.0,0.0,50.0,0.0
Bruno Rodrigues,1.0,2.01,34.0,3.42,40.0,0.0,0.0,25.0,0.0
Gregory Rodrigues,1.0,6.04,56.0,7.77,52.0,0.0,0.0,0.0,0.0
Kleydson Rodrigues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Rodriguez,3.0,0.84,100.0,1.68,68.0,0.0,0.0,50.0,0.0
Ricco Rodriguez,16.0,1.85,51.0,1.15,61.0,2.3,39.0,40.0,1.0
Manuel Rodriguez,1.0,0.81,33.0,3.23,38.0,9.09,75.0,0.0,0.0
Yair Rodriguez,10.0,4.33,45.0,3.13,57.0,0.9,29.0,63.0,0.9
Mike Rodriguez,8.0,4.61,59.0,3.39,40.0,0.0,0.0,41.0,0.0
Marina Rodriguez,8.0,4.89,48.0,3.24,54.0,0.28,33.0,62.0,0.1
Daniel Rodriguez,6.0,7.87,48.0,5.69,57.0,1.06,55.0,78.0,0.2
Ray Rodriguez,3.0,0.9,27.0,3.89,40.0,1.42,50.0,44.0,0.0
Luis Rodriguez,1.0,1.27,37.0,3.2,54.0,2.0,50.0,100.0,2.0
Drako Rodriguez,2.0,2.57,35.0,2.57,26.0,2.75,100.0,0.0,2.8
Victor Rodriguez,2.0,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0
Nick Roehrick,1.0,2.31,17.0,6.92,44.0,0.0,0.0,0.0,0.0
Marcos Rogerio de Lima,13.0,3.24,54.0,2.11,53.0,1.14,66.0,43.0,0.6
Brett Rogers,7.0,3.17,44.0,3.2,46.0,0.0,0.0,58.0,0.0
Brian Rogers,1.0,4.79,38.0,5.76,58.0,1.22,50.0,100.0,0.6
Pete Rogers Jr.,0.0,0.66,15.0,1.71,65.0,0.0,0.0,0.0,0.0
Max Rohskopf,1.0,1.7,31.0,5.8,42.0,3.0,33.0,0.0,1.5
Marcelo Rojo,1.0,5.1,36.0,7.3,51.0,1.03,50.0,100.0,0.0
Shane Roller,14.0,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9
Jared Rollins,1.0,3.33,57.0,2.41,39.0,2.5,50.0,50.0,1.2
Tim Roman,0.0,0.6,40.0,2.4,40.0,1.0,100.0,16.0,0.0
Alexandr Romanov,3.0,3.68,44.0,1.47,43.0,4.75,61.0,20.0,1.8
Ricardo Romero,3.0,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3
Yoel Romero,14.0,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0
Anthony Romero,1.0,5.87,52.0,4.0,65.0,2.0,22.0,100.0,0.0
Mara Romero Borella,7.0,2.54,37.0,2.48,71.0,1.83,44.0,66.0,0.2
Juancamilo Ronderos,1.0,4.78,34.0,3.91,67.0,0.0,0.0,0.0,0.0
Rong Zhu,1.0,2.8,40.0,6.4,45.0,3.0,75.0,100.0,0.0
Jesse Ronson,4.0,3.54,49.0,2.99,59.0,0.63,40.0,61.0,0.6
George Roop,16.0,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1
Joao Roque,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Rosa,5.0,4.03,47.0,4.41,45.0,0.36,33.0,85.0,0.4
Charles Rosa,9.0,3.11,37.0,3.78,48.0,1.76,32.0,40.0,1.0
Karol Rosa,4.0,7.73,52.0,5.51,48.0,2.0,60.0,90.0,0.0
Jacob Rosales,1.0,6.76,49.0,12.0,41.0,0.0,0.0,50.0,1.3
Hilarie Rose,1.0,2.33,33.0,6.13,44.0,0.0,0.0,100.0,0.0
Jake Rosholt,4.0,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8
Jared Rosholt,8.0,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1
Kevin Rosier,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Rosol,0.0,0.0,0.0,14.21,25.0,0.0,0.0,0.0,0.0
Nick Rossborough,1.0,2.8,35.0,4.33,35.0,0.0,0.0,100.0,0.0
Kristian Rothaermel,1.0,0.75,50.0,2.49,41.0,0.0,0.0,0.0,0.0
Ben Rothwell,24.0,3.71,42.0,4.57,47.0,0.68,35.0,70.0,0.4
Rick Roufus,1.0,0.53,33.0,1.06,33.0,0.0,0.0,50.0,0.0
Khalil Rountree Jr.,10.0,3.06,38.0,3.63,49.0,0.0,0.0,50.0,0.2
Ronda Rousey,12.0,4.17,52.0,4.14,44.0,6.26,68.0,50.0,4.8
Ray Routh,1.0,0.54,21.0,3.22,28.0,2.69,33.0,0.0,0.0
Roberta Rovel,0.0,0.87,46.0,3.0,26.0,0.0,0.0,100.0,0.0
Philip Rowe,2.0,4.99,60.0,5.34,51.0,1.19,33.0,25.0,0.0
Kain Royer,0.0,0.0,0.0,1.63,14.0,0.0,0.0,0.0,4.1
Brad Royster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Royval,3.0,3.77,46.0,2.88,47.0,0.79,100.0,53.0,2.4
Jairzinho Rozenstruik,8.0,3.14,48.0,3.48,39.0,0.0,0.0,80.0,0.0
Mauricio Rua,40.0,3.57,50.0,2.71,54.0,2.12,48.0,47.0,0.8
Murilo Rua,18.0,2.48,45.0,1.85,53.0,1.97,45.0,37.0,1.2
Marco Ruas,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Ruas,1.0,1.28,35.0,7.0,41.0,0.0,0.0,0.0,0.0
Rodolfo Rubio Perez,1.0,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0
Gabe Ruediger,3.0,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0
Eddie Ruiz,1.0,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0
Anthony Ruiz,6.0,2.56,64.0,1.67,28.0,1.43,31.0,21.0,0.0
Paul Ruiz,0.0,1.4,33.0,1.4,75.0,0.0,0.0,100.0,20.9
Mike Russow,8.0,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7
Bas Rutten,3.0,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0
Casey Ryan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusup Saadulaev,2.0,0.57,45.0,0.96,66.0,5.73,60.0,0.0,1.0
Pete Sabala,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Sabatello,1.0,2.07,57.0,0.2,25.0,3.0,75.0,100.0,1.0
Pat Sabatini,1.0,1.73,57.0,1.27,62.0,1.0,20.0,0.0,1.0
Amir Sadollah,11.0,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3
Frankie Saenz,10.0,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1
Saparbeg Safarov,4.0,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0
Tarec Saffiedine,15.0,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1
Jason Saggo,6.0,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0
Ovince Saint Preux,30.0,2.68,46.0,3.03,45.0,1.19,40.0,66.0,0.6
Lukasz Sajewski,3.0,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0
Yukio Sakaguchi,1.0,0.3,25.0,2.4,50.0,4.5,100.0,0.0,9.0
Augusto Sakai,7.0,5.32,48.0,4.02,50.0,0.15,50.0,66.0,0.0
Alessio Sakara,15.0,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0
Wataru Sakata,1.0,1.11,61.0,2.08,31.0,0.0,0.0,0.0,0.0
Gokhan Saki,2.0,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0
Kazushi Sakuraba,44.0,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7
Hayato Sakurai,24.0,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3
Ryuta Sakurai,3.0,1.8,48.0,3.44,58.0,0.52,100.0,36.0,1.6
Justin Salas,7.0,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0
Ivan Salaverry,8.0,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5
Roman Salazar,3.0,1.95,39.0,2.89,57.0,1.77,18.0,50.0,0.0
Luis Saldana,2.0,4.39,51.0,1.79,64.0,0.0,0.0,42.0,0.6
John Salgado,1.0,0.99,50.0,1.86,40.0,0.0,0.0,50.0,0.0
Muslim Salikhov,6.0,2.85,46.0,2.29,67.0,0.87,30.0,80.0,0.0
Gabriel Salinas-Jones,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Saling,1.0,2.88,40.0,6.08,20.0,0.0,0.0,57.0,0.0
Sean Salmon,3.0,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0
Boston Salmon,3.0,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0
John Salter,4.0,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5
Vinicius Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Samman,5.0,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4
Johnny Sampaio,1.0,1.32,40.0,2.64,50.0,9.89,50.0,0.0,9.9
Josh Sampo,4.0,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1
Josh San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Sanchez,35.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8
Eddie Sanchez,6.0,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0
Julian Sanchez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Sanchez,2.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
Donald Sanchez,1.0,0.58,50.0,1.16,55.0,0.0,0.0,50.0,0.0
Joby Sanchez,7.0,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4
Emmanuel Sanchez,0.0,4.45,35.0,4.17,55.0,0.25,6.0,16.0,0.5
Erick Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Sanchez,9.0,4.48,42.0,5.05,51.0,1.92,31.0,100.0,0.0
Robert Sanchez,3.0,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7
Jesse Sanders,1.0,0.0,0.0,6.45,35.0,0.0,0.0,50.0,0.0
Luke Sanders,9.0,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2
Jerrod Sanders,4.0,0.88,64.0,1.14,46.0,2.2,33.0,50.0,1.6
Cory Sandhagen,8.0,6.85,48.0,3.89,59.0,1.07,50.0,30.0,0.5
Hugo Sandoval,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raul Sandoval,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Sandoval,2.0,1.82,42.0,12.12,60.0,0.0,0.0,0.0,0.0
Hector Sandoval,4.0,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4
Chris Sanford,1.0,0.23,50.0,3.22,17.0,0.0,0.0,0.0,3.5
Roldan Sangcha'an,2.0,2.71,46.0,2.15,51.0,1.94,60.0,68.0,0.0
Yuhi Sano,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Santa Maria,0.0,3.6,51.0,2.53,74.0,0.0,0.0,80.0,0.0
Duda Santana,1.0,6.01,39.0,2.72,73.0,6.44,60.0,0.0,0.0
Shaheen Santana,1.0,0.82,42.0,1.65,40.0,0.0,0.0,0.0,2.8
Sean Santella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Santiago,9.0,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8
Mike Santiago,4.0,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1
Will Santiago,1.0,1.47,39.0,5.53,56.0,1.0,50.0,100.0,0.0
Richie Santiago,1.0,3.87,49.0,4.87,42.0,0.0,0.0,25.0,0.0
Jose Santibanez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Santore,2.0,1.4,12.0,7.31,52.0,0.0,0.0,100.0,0.0
Adriano Santos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Santos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evangelista Santos,8.0,3.94,36.0,6.01,49.0,0.78,100.0,50.0,0.4
Luis Santos,1.0,4.4,57.0,4.0,64.0,0.0,0.0,0.0,0.0
Iliarde Santos,3.0,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0
Leonardo Santos,9.0,2.65,44.0,2.77,58.0,1.07,29.0,89.0,0.3
Thiago Santos,21.0,4.27,48.0,2.33,55.0,0.7,38.0,66.0,0.1
Bruno Santos,3.0,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3
Andre Santos,0.0,2.77,34.0,4.17,41.0,2.5,29.0,75.0,0.0
Gleristone Santos,0.0,3.4,31.0,4.4,64.0,0.0,0.0,75.0,0.0
Taila Santos,4.0,3.52,48.0,2.22,59.0,2.0,80.0,85.0,1.0
Marilia Santos,1.0,4.4,54.0,4.07,53.0,1.0,100.0,66.0,1.0
Edivan Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Sanzo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bob Sapp,7.0,3.19,55.0,1.88,49.0,0.58,100.0,72.0,0.0
Daniel Sarafian,6.0,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7
Diego Saraiva,3.0,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7
Harris Sarmiento,3.0,0.84,25.0,3.46,36.0,2.36,60.0,57.0,0.0
Alexander Sarnavskiy,0.0,1.43,66.0,2.06,42.0,0.0,0.0,75.0,0.0
Yuki Sasaki,2.0,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0
Kyosuke Sasaki,1.0,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0
Yuta Sasaki,9.0,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2
Paul Sass,5.0,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4
Masaaki Satake,8.0,1.4,35.0,3.76,41.0,0.0,0.0,58.0,0.0
Takenori Sato,2.0,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0
Takashi Sato,4.0,3.16,37.0,4.81,50.0,0.53,50.0,75.0,0.0
Jeimeson Saudino,0.0,0.66,30.0,0.82,84.0,2.47,50.0,0.0,2.5
Tom Sauer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Townsend Saunders,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Saunders,19.0,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3
Chad W. Saunders,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Saunders,1.0,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0
Lumumba Sayers,5.0,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5
Matt Sayles,4.0,5.44,42.0,3.13,61.0,0.0,0.0,81.0,0.4
Brandon Sayles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Scanlon,1.0,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0
Eric Schafer,9.0,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8
Kerry Schall,1.0,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0
Eric Schambari,3.0,1.43,42.0,1.07,54.0,3.0,42.0,0.0,1.0
Brendan Schaub,11.0,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4
Matheus Scheffel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Schembri,5.0,0.72,26.0,2.12,55.0,1.31,40.0,0.0,0.4
Fabiano Scherner,2.0,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0
Samy Schiavo,2.0,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9
Pat Schilling,2.0,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0
Joe Schilling,0.0,2.84,52.0,2.64,48.0,0.0,0.0,44.0,0.0
Semmy Schilt,10.0,1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1
Adam Schindler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Schmitt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colleen Schneider,1.0,2.17,48.0,2.5,50.0,2.5,50.0,60.0,0.0
Matt Schnell,9.0,4.23,38.0,4.17,59.0,0.39,33.0,50.0,1.0
Alex Schoenauer,2.0,1.22,40.0,2.27,42.0,0.0,0.0,22.0,4.9
Darrill Schoonover,1.0,1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1
Bob Schrijber,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Schroeder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lacey Schuckman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Schultz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Schwartz,2.0,1.27,44.0,0.87,45.0,0.0,0.0,50.0,1.0
Eric Schwartz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Scoggins,9.0,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5
Brad Scott,8.0,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7
Greg Scott,0.0,3.9,55.0,7.79,37.0,11.69,100.0,0.0,0.0
Mike Seal,1.0,5.5,68.0,3.33,50.0,0.0,0.0,33.0,0.0
Matt Secor,0.0,0.51,20.0,0.81,50.0,3.03,100.0,0.0,3.0
Kenneth Seegrist,1.0,3.21,66.0,1.28,0.0,0.0,0.0,40.0,14.4
Neil Seery,7.0,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6
Rony Sefo,1.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
Ray Sefo,2.0,0.86,31.0,1.71,72.0,0.0,0.0,66.0,0.0
Brendan Seguin,1.0,2.6,45.0,0.6,84.0,5.0,62.0,100.0,0.0
Stefan Sekulic,2.0,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5
Pete Sell,7.0,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9
Matthew Semelsberger,2.0,7.93,50.0,5.31,56.0,1.97,100.0,100.0,1.0
Andrei Semenov,3.0,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4
Mackens Semerzier,7.0,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1
Brandon Sene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim In Seok,1.0,0.87,37.0,5.19,60.0,0.0,0.0,0.0,0.0
Ray Seraille,1.0,5.29,27.0,17.65,41.0,0.0,0.0,0.0,0.0
Ivan Serati,2.0,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0
Alex Serdyukov,6.0,4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8
Nicholas Sergiacomi,0.0,4.38,55.0,3.94,59.0,0.0,0.0,0.0,0.0
Matt Serra,14.0,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9
Nick Serra,1.0,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0
Adrian Serrano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredy Serrano,4.0,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0
Carl Seumanutafa,1.0,0.0,0.0,3.33,75.0,0.0,0.0,0.0,0.0
Dan Severn,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosi Sexton,3.0,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0
Scott Shaffer,1.0,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0
Edmen Shahbazyan,7.0,3.46,49.0,4.1,48.0,2.97,40.0,55.0,0.7
Leon Shahbazyan,1.0,6.33,52.0,8.18,32.0,1.46,50.0,0.0,0.0
Liliya Shakirova,1.0,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0
Kamal Shalorus,7.0,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0
Ken Shamrock,19.0,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5
Frank Shamrock,11.0,4.75,53.0,4.66,57.0,0.35,50.0,37.0,1.1
Jason Sharp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Shelton,6.0,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2
Sean Sherk,13.0,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4
Chase Sherman,9.0,6.0,45.0,5.77,52.0,0.0,0.0,77.0,0.0
Valentina Shevchenko,12.0,3.02,51.0,1.99,62.0,2.64,63.0,77.0,0.4
Antonina Shevchenko,7.0,3.87,56.0,2.77,50.0,0.57,60.0,50.0,0.6
Katsuyori Shibata,7.0,2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7
Jake Shields,20.0,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2
Henrique Shiguemoto,1.0,3.6,33.0,6.0,16.0,0.0,0.0,50.0,0.0
Shunichi Shimizu,1.0,0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0
Wade Shipp,1.0,4.29,86.0,2.14,0.0,0.0,0.0,75.0,0.0
Raja Shippen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuya Shirai,1.0,1.02,100.0,4.07,55.0,0.0,0.0,0.0,0.0
Wes Shivers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Shlemenko,0.0,4.36,60.0,1.71,63.0,0.0,0.0,0.0,0.0
Josh Shockley,2.0,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8
Josh Shockman,2.0,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0
Akira Shoji,23.0,1.03,34.0,2.63,53.0,1.79,73.0,82.0,0.4
Jack Shore,3.0,3.14,57.0,1.61,56.0,5.52,46.0,100.0,0.8
Landon Showalter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Shtyrkov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Shuey,1.0,0.68,33.0,1.36,0.0,0.0,0.0,0.0,10.2
Sam Sicilia,12.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9
Kiril Sidelnikov,1.0,2.87,28.0,4.48,61.0,0.0,0.0,0.0,0.0
Steven Siler,9.0,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6
Siala Siliga,2.0,1.08,26.0,1.96,50.0,1.47,50.0,80.0,0.0
Xavier Siller,0.0,1.02,36.0,1.53,57.0,3.83,100.0,0.0,0.0
Assuerio Silva,6.0,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8
Anderson Silva,43.0,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8
Wanderlei Silva,40.0,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6
Thiago Silva,18.0,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7
Paulo Cesar Silva,7.0,0.4,15.0,2.72,47.0,0.42,100.0,16.0,0.4
Jean Silva,1.0,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0
Edson Silva,1.0,2.69,14.0,5.37,50.0,0.0,0.0,0.0,0.0
Sidney Silva,1.0,2.86,65.0,3.3,34.0,3.3,100.0,0.0,0.0
Jay Silva,2.0,1.13,34.0,3.07,40.0,0.0,0.0,38.0,1.0
Antonio Silva,20.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8
Fabio Silva,1.0,0.09,11.0,5.9,38.0,0.0,0.0,0.0,0.0
Erick Silva,15.0,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4
Leandro Silva,8.0,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4
Claudio Silva,7.0,2.81,41.0,3.0,44.0,2.63,25.0,50.0,1.3
Wagner Silva,2.0,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0
Rafael Silva,0.0,0.67,50.0,0.73,67.0,0.0,0.0,25.0,1.0
Joaquim Silva,6.0,3.92,37.0,4.43,56.0,0.24,50.0,64.0,0.7
Felipe Silva,3.0,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0
Dayana Silva,1.0,6.33,51.0,5.93,57.0,0.0,0.0,42.0,0.0
Bruno Silva,5.0,2.98,46.0,3.23,58.0,2.89,31.0,64.0,0.0
